0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,season
33,Virginia Tech,ACC,21-14,106.08998295898454,115,89.4045737119044,7,0.8773780118974045,33,21,14,9,7,9-7,0.6800068464989456,0.519947268814761,0.8015251723855252,0.6800068464989456,0.519947268814761,0.8015251723855252,0.7218979267962232,0.8321308697555411,107.71510034532565,99.0540893187117,107.71510034532565,99.0540893187117,103.38902231934297,90.00764040236498,108.1066300217364,96.64984034647638,0.783854269649325,10,-0.08439430956997551,1152.0,1156.0,1181.6250000000002,0.9749285940971119,0.9783137628266158,0,0.5625,-0.6132090458641095,62,325,65.88157169375249,,2008
34,Mississippi St.,SEC,23-11,108.50426958272143,74,91.96135283523608,17,0.8701564536595217,34,23,11,12,4,12-4,0.6611932879183411,0.49970730361100274,0.7619396461598983,0.6611932879183411,0.49970730361100274,0.7619396461598983,0.7439938017210292,0.8453156943374831,107.48909838950404,100.2120703874939,107.48909838950404,100.2120703874939,108.7931696938291,90.0636960883734,117.46787086226345,101.16887579721497,0.847844927210696,8,-0.018647354450445852,1159.0,1062.0,1100.5875,1.053073926425659,0.9649391802105692,0,0.75,0.5952796162476786,42,202,66.8473746721812,,2008
35,BYU,MWC,27-8,106.70718957939047,106,90.79567674953643,11,0.864945016048832,35,27,8,14,2,14-2,0.5505732851730668,0.4453551907954752,0.615435483372943,0.5505732851730668,0.4453551907954752,0.615435483372943,0.7826697827829848,0.8021978093270198,103.73257631502588,100.93417528108625,103.73257631502588,100.93417528108625,105.20474421968815,89.23951548079759,119.50959631812607,107.68973972032767,0.7681041764739621,9,0.03316352133241529,1125.0,987.0,1095.625,1.026811180832858,0.9008556759840274,0,0.875,2.5764285972102554,29,97,68.48589139700681,,2008
36,Nebraska,B12,20-13,107.75647061657222,86,92.03225953541275,19,0.8598383600955943,36,20,13,7,9,7-9,0.6315348121281228,0.3487224829706929,0.8112382916196126,0.6315348121281228,0.3487224829706929,0.8112382916196126,0.6967096179932002,0.8855238944002769,105.6805377755577,98.89628912610328,105.6805377755577,98.89628912610328,106.756099320275,93.29175237922846,109.57276511857289,96.74693672121599,0.8071562631221455,12,-0.03623364436859622,1016.0,1054.0,1033.2875,0.9832694192081102,1.0200452439422718,0,0.4375,-0.17393984393400186,57,247,61.436874790576745,,2008
37,Miami FL,ACC,23-11,112.2551976981397,41,96.02793858359755,61,0.8576075996961444,37,23,11,8,8,8-8,0.6487769945836468,0.3913913304670717,0.8274347709576644,0.6487769945836468,0.3913913304670717,0.8274347709576644,0.7113646169488227,0.8866918551591114,106.04014428314669,97.89418745256407,106.04014428314669,97.89418745256407,113.69275295136629,98.37709524867672,118.53577863986558,100.13335002802788,0.8743728545490669,13,0.028593675922346073,1196.0,1213.0,1130.9,1.0575647714209921,1.072597046600053,0,0.5,1.5982335721782646,33,106,66.01018168088663,,2008
38,Arkansas,SEC,23-12,111.50947944583287,47,95.43038493423444,51,0.8570124192325947,38,23,12,9,7,9-7,0.6816845914514426,0.525586318909864,0.7614734644119299,0.6816845914514426,0.525586318909864,0.7614734644119299,0.7245811717468734,0.8334768850162851,108.05749662178333,99.67844657633766,108.05749662178333,99.67844657633766,108.79402331386476,93.17158962208748,123.9877402709865,107.15169339019646,0.8426762972487608,10,0.000941668244002658,1156.0,1103.0,1108.85,1.0425215313162286,0.9947242638769898,0,0.5625,0.5576680849916917,43,164,66.86050778126823,,2008
39,Florida,SEC,24-12,116.05564680137644,13,99.75580797748921,112,0.8507457220946624,39,24,12,8,8,8-8,0.6039604283255546,0.3722210092507738,0.7743949035001672,0.6039604283255546,0.3722210092507738,0.7743949035001672,0.7729618612587327,0.8976671554684221,104.66784187965601,100.37211659938622,104.66784187965601,100.37211659938622,116.5237425995357,102.63930194285204,112.96390963705444,102.6036851467599,0.7514269334069151,9,-0.03888480042205422,1217.0,1208.0,1099.8374999999999,1.1065271005944062,1.098344073556321,0,0.5,-1.3203471945893797,70,249,64.82401486612513,,2008
40,Baylor,B12,21-11,116.5902759911933,9,100.53353914892293,127,0.8460572844953284,40,21,11,9,7,9-7,0.64244407692015,0.41372102122099985,0.8257723502403421,0.64244407692015,0.41372102122099985,0.8257723502403421,0.7098756507710979,0.859935248557609,106.23778990784699,98.18348791286418,106.23778990784699,98.18348791286418,117.22397009930512,98.89324757208573,122.11045877200793,103.50836373503013,0.8699646892041025,12,0.023476903327447673,1308.0,1292.0,1208.7,1.0821543807396377,1.0689170182841068,0,0.5625,1.4780937442476878,35,117,69.98340942283093,,2008
41,Oregon,P10,18-14,118.71594239633473,5,102.47686483310952,168,0.84443579589181,41,18,14,9,9,9-9,0.7090909344610656,0.5266745650467753,0.8093049611728341,0.7090909344610656,0.5266745650467753,0.8093049611728341,0.6472247161471503,0.7942043432236569,108.33498121833425,97.55125220222024,108.33498121833425,97.55125220222024,119.12889040418561,101.85128506678605,125.00242562442584,108.16521077303446,0.8407398937653228,18,0.0003064739194243993,1282.0,1273.0,1155.8374999999996,1.1091524543891338,1.1013658926968544,0,0.5,0.7581561980639846,39,166,66.34439293843984,,2008
42,Illinois,B10,16-19,106.74751931167927,104,92.18138973381541,21,0.8438481625899517,42,16,19,5,13,5-13,0.7223027105208265,0.6050453369999796,0.7856363866982394,0.7223027105208265,0.6050453369999796,0.7856363866982394,0.6718283511175782,0.7792305923743695,108.08235949884191,97.12599197052982,108.08235949884191,97.12599197052982,106.55919282356679,92.58203824027423,115.34510446863418,102.46961052043658,0.7959491571301773,17,-0.124931353972973,1116.0,1119.0,1127.5625,0.9897455795133308,0.992406185909872,0,0.2777777777777778,-4.029730471463455,110,339,61.644043280916925,,2008
43,UNLV,MWC,27-8,109.59352334971638,63,94.84784298825141,45,0.8404794475875524,43,27,8,12,4,12-4,0.5933086894836133,0.49960780524229526,0.6185316158201175,0.5933086894836133,0.49960780524229526,0.6185316158201175,0.7793920347344644,0.8410730343293851,104.34290962934777,99.00635848686973,104.34290962934777,99.00635848686973,106.55299049296673,94.52324371345787,120.10996163511638,102.54598716703853,0.860338904401002,8,0.07067209943503439,1064.0,983.0,1034.275,1.0287399386043363,0.9504242101955476,0,0.75,2.281640596104066,31,25,64.54604023435243,,2008
44,Syracuse,BE,21-14,112.53060676374362,40,97.46249489128354,74,0.8393247561985636,44,21,14,9,9,9-9,0.7058919431723271,0.6029764996095506,0.7792960345886598,0.7058919431723271,0.6029764996095506,0.7792960345886598,0.7217356075867124,0.8349924613377415,107.8250250192517,98.10207078786868,107.8250250192517,98.10207078786868,110.27492480438082,95.14596707781112,112.70683717056562,97.21661406414718,0.8455683396213376,11,-0.029484532548713416,1326.0,1302.0,1280.0625,1.0358869195840046,1.0171378350666471,0,0.5,-0.6336976971587008,63,231,70.23987410546593,,2008
45,Saint Mary's,WCC,25-7,108.21446862325638,78,93.84300606757229,32,0.8373519991477403,45,25,7,12,2,12-2,0.5006289931732122,0.5427308636095945,0.421153595566266,0.5006289931732122,0.5427308636095945,0.421153595566266,0.8240424921296438,0.7982306959666099,102.37919183460174,101.56390692670219,102.37919183460174,101.56390692670219,111.08714919042347,92.84509484827502,119.8781912331474,110.27891454973744,0.7230876115641125,6,0.024383939693887746,1062.0,834.0,939.6375,1.130223091351718,0.8875763259767729,0,0.8571428571428571,1.2651083674190673,37,111,66.67507114598034,,2008
46,Villanova,BE,22-13,108.56042478975604,73,94.41133494670493,38,0.8328450762923717,46,22,13,9,9,9-9,0.6953431652326867,0.4884295655445132,0.7823422005799883,0.6953431652326867,0.4884295655445132,0.7823422005799883,0.6874889932227937,0.8459824514852504,108.46237974533405,98.60942941255676,108.46237974533405,98.60942941255676,105.96172995974231,92.92041900847583,113.87118385763763,96.53322328346003,0.8698436465693696,15,0.04133786852235355,1245.0,1245.0,1239.8999999999999,1.0041132349383015,1.0041132349383015,0,0.5,0.34378744545997797,45,75,67.74236787264545,,2008
47,Oklahoma,B12,23-12,108.15572275061464,79,94.23186619753506,36,0.829891299578574,47,23,12,9,7,9-7,0.7004421055786085,0.526582261419456,0.8278117612481171,0.7004421055786085,0.526582261419456,0.8278117612481171,0.6615314404229428,0.7799919966216485,108.11723437711234,97.63904804406214,108.11723437711234,97.63904804406214,107.75155207040544,94.58760025705595,113.91329248442047,100.88558421048506,0.801656684946756,16,0.09486372230061835,1036.0,1061.0,1025.325,1.0104113329919782,1.0347938458537536,0,0.5625,2.779976355610541,27,8,63.448201795035075,,2008
48,Western Kentucky,SB,29-7,110.47703554404296,53,96.41409697189374,64,0.8271819517584634,48,29,7,16,2,16-2,0.46659709971153845,0.4554242142373466,0.4058399258321006,0.46659709971153845,0.4554242142373466,0.4058399258321006,0.8394144400416765,0.8134080847706816,102.64761095982992,102.37561147810696,102.64761095982992,102.37561147810696,106.96824029497714,94.81703515550616,131.45553470480564,113.76514243724024,0.840522863701163,5,0.0382842164660806,1376.0,1155.0,1243.35,1.1066875779145053,0.9289419712872482,0,0.8888888888888888,0.3103440322523231,46,86,67.95932867639866,,2008
