Season,TeamID,Wins,Games,PPG,OppPPG,Losses,WinPct,PointDiff,HomeWinPct,AwayWinPct,eFG,FTA_Rate,TOV_Rate,ORB_Rate,TRB,Ast,Stl,Blk,PF,SeedNum,Region,ConfAbbrev,POM_Rank,SAG_Rank,RPI_Rank,DOK_Rank,COL_Rank
1985,1186,8,23,64.56521739130434,71.91304347826087,15,0.34782608695652173,-7.34782608695653,0.5833333333333334,0.09090909090909091,,,,,,,,,,,,ind,,,,,
1985,1187,4,25,63.76,73.32,21,0.16,-9.559999999999995,0.2727272727272727,0.0,,,,,,,,,,,,ecacs,,,,,
1985,1190,8,26,66.1923076923077,73.38461538461539,18,0.3076923076923077,-7.192307692307693,0.5454545454545454,0.07692307692307693,,,,,,,,,,,,southern,,,,,
1985,1191,11,27,70.74074074074075,74.37037037037037,16,0.4074074074074074,-3.629629629629619,0.6428571428571429,0.08333333333333333,,,,,,,,,,,,mw_city,,,,,
1985,1192,19,28,67.89285714285714,64.71428571428571,9,0.6785714285714286,3.1785714285714306,0.9,0.46153846153846156,,,,,,,,,,16.0,Z,ecacm,,,,,
1985,1193,10,27,74.11111111111111,78.70370370370371,17,0.37037037037037035,-4.592592592592595,0.3,0.46153846153846156,,,,,,,,,,,,maac,,,,,
1985,1196,17,28,72.39285714285714,68.42857142857143,11,0.6071428571428571,3.964285714285708,0.6923076923076923,0.5454545454545454,,,,,,,,,,,,sec,,,,,
1985,1197,8,24,73.20833333333333,78.29166666666667,16,0.3333333333333333,-5.083333333333343,0.6666666666666666,0.15384615384615385,,,,,,,,,,,,ind,,,,,
1985,1199,10,26,74.53846153846153,73.61538461538461,16,0.38461538461538464,0.9230769230769198,0.5,0.18181818181818182,,,,,,,,,,,,metro,,,,,
1985,1200,19,30,67.26666666666667,63.733333333333334,11,0.6333333333333333,3.5333333333333314,0.8888888888888888,0.5714285714285714,,,,,,,,,,,,maac,,,,,
1985,1201,20,28,59.464285714285715,54.67857142857143,8,0.7142857142857143,4.785714285714285,0.9230769230769231,0.6,,,,,,,,,,,,pcaa,,,,,
1985,1202,5,26,61.88461538461539,69.0,21,0.19230769230769232,-7.115384615384613,0.23076923076923078,0.18181818181818182,,,,,,,,,,,,southern,,,,,
1985,1203,13,27,69.85185185185185,65.77777777777777,14,0.48148148148148145,4.074074074074076,0.6923076923076923,0.3,,,,,,,,,,,,a_ten,,,,,
1985,1204,20,25,68.8,59.72,5,0.8,9.079999999999998,0.8461538461538461,0.7272727272727273,,,,,,,,,,,,a_sun,,,,,
1985,1206,17,28,78.46428571428571,73.39285714285714,11,0.6071428571428571,5.071428571428569,0.7272727272727273,0.5,,,,,,,,,,,,ecacs,,,,,
1985,1207,25,27,75.74074074074075,60.074074074074076,2,0.9259259259259259,15.666666666666671,0.9230769230769231,0.8571428571428571,,,,,,,,,,1.0,W,big_east,,,,,
1985,1208,19,27,77.5925925925926,68.18518518518519,8,0.7037037037037037,9.407407407407405,0.8333333333333334,0.5,,,,,,,,,,6.0,W,sec,,,,,
1985,1209,1,26,66.07692307692308,84.57692307692308,25,0.038461538461538464,-18.5,0.125,0.0,,,,,,,,,,,,a_sun,,,,,
1985,1210,24,31,70.90322580645162,61.54838709677419,7,0.7741935483870968,9.354838709677423,0.8235294117647058,0.5555555555555556,,,,,,,,,,2.0,W,acc,,,,,
1985,1211,12,25,56.96,58.36,13,0.48,-1.3999999999999986,0.7272727272727273,0.23076923076923078,,,,,,,,,,,,wcc,,,,,
1985,1212,6,24,61.333333333333336,72.66666666666667,18,0.25,-11.333333333333336,0.5,0.0,,,,,,,,,,,,swac,,,,,
1985,1215,8,25,65.28,68.6,17,0.32,-3.319999999999993,0.45454545454545453,0.16666666666666666,,,,,,,,,,,,a_sun,,,,,
1985,1216,6,26,65.5,75.42307692307692,20,0.23076923076923078,-9.92307692307692,0.5,0.0625,,,,,,,,,,,,ecacn,,,,,
1985,1217,12,21,64.76190476190476,64.0952380952381,9,0.5714285714285714,0.6666666666666572,0.6,0.5454545454545454,,,,,,,,,,,,ivy,,,,,
1985,1218,10,28,69.46428571428571,73.07142857142857,18,0.35714285714285715,-3.607142857142861,0.47368421052631576,0.1111111111111111,,,,,,,,,,,,wac,,,,,
1985,1220,11,26,72.5,73.88461538461539,15,0.4230769230769231,-1.3846153846153868,0.7777777777777778,0.07692307692307693,,,,,,,,,,,,ecc,,,,,
1985,1221,8,27,68.85185185185185,75.03703703703704,19,0.2962962962962963,-6.1851851851851904,0.5384615384615384,0.08333333333333333,,,,,,,,,,,,maac,,,,,
1985,1222,13,26,77.23076923076923,76.65384615384616,13,0.5,0.576923076923066,0.7692307692307693,0.2,,,,,,,,,,,,swc,,,,,
1985,1223,17,25,68.32,63.72,8,0.68,4.599999999999994,0.9090909090909091,0.5,,,,,,,,,,,,a_sun,,,,,
1985,1224,16,26,66.5,63.03846153846154,10,0.6153846153846154,3.46153846153846,0.7272727272727273,0.45454545454545453,,,,,,,,,,,,meac,,,,,
1985,1225,5,26,70.96153846153847,77.88461538461539,21,0.19230769230769232,-6.92307692307692,0.2727272727272727,0.08333333333333333,,,,,,,,,,,,big_sky,,,,,
1985,1226,10,28,74.25,76.25,18,0.35714285714285715,-2.0,0.5,0.16666666666666666,,,,,,,,,,,,big_sky,,,,,
1985,1227,13,26,70.15384615384616,74.03846153846153,13,0.5,-3.8846153846153726,0.5833333333333334,0.4,,,,,,,,,,,,mid_cont,,,,,
1985,1228,23,31,68.2258064516129,57.354838709677416,8,0.7419354838709677,10.87096774193548,1.0,0.36363636363636365,,,,,,,,,,3.0,W,big_ten,,,,,
1985,1229,20,27,71.5925925925926,65.62962962962963,7,0.7407407407407407,5.962962962962962,0.7857142857142857,0.6,,,,,,,,,,9.0,Y,mvc,,,,,
1985,1231,15,28,70.17857142857143,65.67857142857143,13,0.5357142857142857,4.5,0.5,0.5,,,,,,,,,,,,big_ten,,,,,
1985,1232,11,26,76.38461538461539,78.6923076923077,15,0.4230769230769231,-2.3076923076923066,0.6363636363636364,0.26666666666666666,,,,,,,,,,,,mvc,,,,,
1985,1233,25,29,74.44827586206897,67.10344827586206,4,0.8620689655172413,7.344827586206904,1.0,0.5555555555555556,,,,,,,,,,13.0,W,maac,,,,,
1985,1234,20,30,69.73333333333333,59.266666666666666,10,0.6666666666666666,10.466666666666669,0.8333333333333334,0.3333333333333333,,,,,,,,,,8.0,X,big_ten,,,,,
1985,1235,17,29,71.93103448275862,68.17241379310344,12,0.5862068965517241,3.7586206896551744,0.7692307692307693,0.4444444444444444,,,,,,,,,,13.0,Y,big_eight,,,,,
1985,1238,8,24,66.66666666666667,72.70833333333333,16,0.3333333333333333,-6.041666666666657,0.7,0.07142857142857142,,,,,,,,,,,,swac,,,,,
1985,1239,13,27,68.70370370370371,66.88888888888889,14,0.48148148148148145,1.8148148148148238,0.6153846153846154,0.3333333333333333,,,,,,,,,,,,sun_belt,,,,,
1985,1241,12,26,62.07692307692308,63.80769230769231,14,0.46153846153846156,-1.7307692307692264,0.6666666666666666,0.3,,,,,,,,,,,,ecacs,,,,,
1985,1242,23,30,76.03333333333333,70.4,7,0.7666666666666667,5.633333333333326,1.0,0.6,,,,,,,,,,3.0,Z,big_eight,,,,,
1985,1243,12,26,68.42307692307692,67.65384615384616,14,0.46153846153846156,0.7692307692307594,0.6428571428571429,0.18181818181818182,,,,,,,,,,,,big_eight,,,,,
1985,1245,16,28,72.25,70.89285714285714,12,0.5714285714285714,1.3571428571428612,0.8333333333333334,0.3076923076923077,,,,,,,,,,,,mac,,,,,
1985,1246,16,28,65.60714285714286,63.25,12,0.5714285714285714,2.357142857142861,0.7857142857142857,0.3333333333333333,,,,,,,,,,12.0,X,sec,,,,,
1985,1247,15,28,73.57142857142857,74.85714285714286,13,0.5357142857142857,-1.2857142857142918,0.5555555555555556,0.5,,,,,,,,,,,,maac,,,,,
1985,1248,13,26,63.0,64.03846153846153,13,0.5,-1.038461538461533,0.6363636363636364,0.38461538461538464,,,,,,,,,,,,ecc,,,,,
1985,1249,19,30,74.66666666666667,67.1,11,0.6333333333333333,7.566666666666677,0.8461538461538461,0.4,,,,,,,,,,,,southland,,,,,
1985,1250,11,29,65.75862068965517,70.20689655172414,18,0.3793103448275862,-4.448275862068968,0.3333333333333333,0.36363636363636365,,,,,,,,,,16.0,W,ecc,,,,,
1985,1253,2,25,64.04,75.08,23,0.08,-11.039999999999992,0.0,0.14285714285714285,,,,,,,,,,,,pcaa,,,,,
1985,1254,11,24,74.0,74.79166666666667,13,0.4583333333333333,-0.7916666666666714,0.875,0.16666666666666666,,,,,,,,,,,,ecacm,,,,,
1985,1256,26,28,77.5,64.82142857142857,2,0.9285714285714286,12.67857142857143,1.0,0.9166666666666666,,,,,,,,,,5.0,Y,southland,,,,,
1985,1257,14,28,68.67857142857143,68.85714285714286,14,0.5,-0.1785714285714306,0.6666666666666666,0.3,,,,,,,,,,,,metro,,,,,
1985,1258,7,23,66.6086956521739,71.3913043478261,16,0.30434782608695654,-4.782608695652186,0.2222222222222222,0.35714285714285715,,,,,,,,,,,,wcc,,,,,
1985,1259,14,27,69.77777777777777,69.70370370370371,13,0.5185185185185185,0.07407407407406197,0.7333333333333333,0.25,,,,,,,,,,,,ecacm,,,,,
1985,1260,25,30,85.83333333333333,79.06666666666666,5,0.8333333333333334,6.766666666666666,1.0,0.6666666666666666,,,,,,,,,,4.0,W,mw_city,,,,,
1985,1261,19,28,74.07142857142857,69.10714285714286,9,0.6785714285714286,4.964285714285708,0.8666666666666667,0.5,,,,,,,,,,4.0,Z,sec,,,,,
1985,1263,10,27,68.51851851851852,74.51851851851852,17,0.37037037037037035,-6.0,0.6153846153846154,0.15384615384615385,,,,,,,,,,,,ecacn,,,,,
1985,1264,8,28,64.39285714285714,68.53571428571429,20,0.2857142857142857,-4.142857142857153,0.6666666666666666,0.13333333333333333,,,,,,,,,,,,maac,,,,,
1985,1265,16,28,62.607142857142854,58.857142857142854,12,0.5714285714285714,3.75,0.6153846153846154,0.46153846153846156,,,,,,,,,,,,ecacm,,,,,
1985,1266,18,28,65.75,59.5,10,0.6428571428571429,6.25,0.8125,0.45454545454545453,,,,,,,,,,,,ind,,,,,
1985,1267,19,31,74.03225806451613,68.96774193548387,12,0.6129032258064516,5.064516129032256,0.6,0.5454545454545454,,,,,,,,,,15.0,X,southern,,,,,
1985,1268,22,33,71.87878787878788,66.03030303030303,11,0.6666666666666666,5.848484848484844,0.875,0.45454545454545453,,,,,,,,,,5.0,Z,acc,,,,,
1985,1269,12,27,64.96296296296296,67.03703703703704,15,0.4444444444444444,-2.074074074074076,0.5454545454545454,0.42857142857142855,,,,,,,,,,,,a_ten,,,,,
1985,1270,14,24,74.875,73.04166666666667,10,0.5833333333333334,1.8333333333333286,0.6363636363636364,0.7,,,,,,,,,,,,southland,,,,,
1985,1271,2,25,59.28,77.4,23,0.08,-18.120000000000005,0.25,0.0,,,,,,,,,,,,meac,,,,,
1985,1272,26,29,75.13793103448276,64.6896551724138,3,0.896551724137931,10.448275862068968,1.0,0.7692307692307693,,,,,,,,,,2.0,Y,metro,,,,,
1985,1273,20,28,79.03571428571429,71.03571428571429,8,0.7142857142857143,8.0,0.7692307692307693,0.5833333333333334,,,,,,,,,,15.0,W,a_sun,,,,,
1985,1275,18,28,72.85714285714286,68.42857142857143,10,0.6428571428571429,4.428571428571431,0.9090909090909091,0.4166666666666667,,,,,,,,,,12.0,Z,mac,,,,,
1985,1276,25,28,79.75,69.10714285714286,3,0.8928571428571429,10.642857142857139,0.9411764705882353,0.8181818181818182,,,,,,,,,,1.0,Z,big_ten,,,,,
1985,1277,19,28,72.39285714285714,66.10714285714286,9,0.6785714285714286,6.285714285714278,0.6923076923076923,0.7142857142857143,,,,,,,,,,10.0,Y,big_ten,,,,,
1985,1278,13,28,66.21428571428571,69.39285714285714,15,0.4642857142857143,-3.1785714285714306,0.6,0.3333333333333333,,,,,,,,,,,,big_ten,,,,,
1985,1279,8,25,58.2,66.76,17,0.32,-8.560000000000002,0.46153846153846156,0.1,,,,,,,,,,,,sec,,,,,
1985,1280,11,26,64.1923076923077,64.53846153846153,15,0.4230769230769231,-0.3461538461538396,0.75,0.16666666666666666,,,,,,,,,,,,sec,,,,,
1985,1281,16,29,70.93103448275862,70.13793103448276,13,0.5517241379310345,0.7931034482758577,0.7692307692307693,0.3333333333333333,,,,,,,,,,,,big_eight,,,,,
1985,1283,13,26,69.46153846153847,67.8076923076923,13,0.5,1.6538461538461604,0.75,0.3076923076923077,,,,,,,,,,,,mid_cont,,,,,
1985,1284,9,24,70.08333333333333,74.125,15,0.375,-4.041666666666671,0.5,0.23076923076923078,,,,,,,,,,,,ind,,,,,
1985,1285,18,25,69.6,63.92,7,0.72,5.679999999999993,0.9285714285714286,0.45454545454545453,,,,,,,,,,,,big_sky,,,,,
1985,1286,9,25,69.44,71.16,16,0.36,-1.7199999999999989,0.7,0.14285714285714285,,,,,,,,,,,,big_sky,,,,,
1985,1287,3,23,61.391304347826086,73.6086956521739,20,0.13043478260869565,-12.21739130434782,0.375,0.0,,,,,,,,,,,,ovc,,,,,
1985,1288,2,26,69.1923076923077,92.42307692307692,24,0.07692307692307693,-23.230769230769226,0.25,0.0,,,,,,,,,,,,meac,,,,,
1985,1290,11,22,79.04545454545455,73.86363636363636,11,0.5,5.181818181818187,0.7777777777777778,0.2727272727272727,,,,,,,,,,,,swac,,,,,
1985,1292,13,26,67.23076923076923,67.11538461538461,13,0.5,0.1153846153846132,0.7692307692307693,0.16666666666666666,,,,,,,,,,15.0,Z,ovc,,,,,
1985,1293,16,24,66.125,59.583333333333336,8,0.6666666666666666,6.541666666666664,0.9090909090909091,0.45454545454545453,,,,,,,,,,,,ovc,,,,,
1985,1296,9,25,67.36,73.0,16,0.36,-5.640000000000001,0.7777777777777778,0.07142857142857142,,,,,,,,,,,,mac,,,,,
1985,1298,23,28,78.21428571428571,67.32142857142857,5,0.8214285714285714,10.892857142857139,0.9090909090909091,0.7142857142857143,,,,,,,,,,13.0,Z,ecacs,,,,,
1985,1299,16,24,70.95833333333333,67.45833333333333,8,0.6666666666666666,3.5,1.0,0.45454545454545453,,,,,,,,,,16.0,Y,meac,,,,,
1985,1301,20,29,74.0,65.27586206896552,9,0.6896551724137931,8.724137931034477,0.875,0.4444444444444444,,,,,,,,,,3.0,X,acc,,,,,
1985,1304,12,25,70.16,68.92,13,0.48,1.2399999999999949,0.7272727272727273,0.23076923076923078,,,,,,,,,,,,big_eight,,,,,
1985,1305,19,28,78.03571428571429,74.82142857142857,9,0.6785714285714286,3.2142857142857224,0.9166666666666666,0.42857142857142855,,,,,,,,,,14.0,X,big_sky,,,,,
1985,1306,7,29,58.6551724137931,65.89655172413794,22,0.2413793103448276,-7.241379310344833,0.2857142857142857,0.23076923076923078,,,,,,,,,,,,ecacn,,,,,
1985,1307,17,29,69.65517241379311,66.65517241379311,12,0.5862068965517241,3.0,0.6666666666666666,0.5,,,,,,,,,,,,wac,,,,,
1985,1308,7,27,69.14814814814815,76.33333333333333,20,0.25925925925925924,-7.185185185185176,0.21428571428571427,0.25,,,,,,,,,,,,pcaa,,,,,
1985,1309,10,29,65.86206896551724,70.93103448275862,19,0.3448275862068966,-5.068965517241381,0.5333333333333333,0.16666666666666666,,,,,,,,,,,,ind,,,,,
1985,1310,15,27,69.66666666666667,69.51851851851852,12,0.5555555555555556,0.14814814814815236,0.6666666666666666,0.45454545454545453,,,,,,,,,,,,ecacn,,,,,
1985,1311,15,23,72.08695652173913,66.95652173913044,8,0.6521739130434783,5.130434782608688,0.75,0.5454545454545454,,,,,,,,,,,,gsc,,,,,
1985,1314,23,31,74.74193548387096,67.09677419354838,8,0.7419354838709677,7.6451612903225765,0.7777777777777778,0.625,,,,,,,,,,2.0,Z,acc,,,,,
1985,1317,4,26,63.07692307692308,77.23076923076923,22,0.15384615384615385,-14.153846153846146,0.3333333333333333,0.07142857142857142,,,,,,,,,,,,southland,,,,,
1985,1318,20,28,77.10714285714286,69.32142857142857,8,0.7142857142857143,7.785714285714292,0.8461538461538461,0.6363636363636364,,,,,,,,,,14.0,W,ecacn,,,,,
1985,1319,14,26,68.26923076923077,69.92307692307692,12,0.5384615384615384,-1.6538461538461462,0.7777777777777778,0.3333333333333333,,,,,,,,,,,,big_sky,,,,,
1985,1320,8,24,63.75,68.83333333333333,16,0.3333333333333333,-5.083333333333329,0.5,0.2,,,,,,,,,,,,mid_cont,,,,,
1985,1321,4,26,55.11538461538461,66.1923076923077,22,0.15384615384615385,-11.07692307692308,0.23076923076923078,0.07692307692307693,,,,,,,,,,,,big_ten,,,,,
1985,1322,1,24,66.5,81.20833333333333,23,0.041666666666666664,-14.708333333333329,0.0,0.0,,,,,,,,,,,,gsc,,,,,
1985,1323,20,28,69.85714285714286,62.285714285714285,8,0.7142857142857143,7.5714285714285765,0.875,0.4444444444444444,,,,,,,,,,7.0,Z,ind,,,,,
1985,1325,20,27,67.55555555555556,63.0,7,0.7407407407407407,4.555555555555557,1.0,0.5833333333333334,,,,,,,,,,14.0,Z,mac,,,,,
1985,1326,19,28,77.78571428571429,73.10714285714286,9,0.6785714285714286,4.678571428571431,0.8571428571428571,0.4,,,,,,,,,,4.0,Y,big_ten,,,,,
1985,1327,3,22,65.54545454545455,75.45454545454545,19,0.13636363636363635,-9.909090909090907,0.1111111111111111,0.1,,,,,,,,,,,,mw_city,,,,,
1985,1328,25,30,89.83333333333333,76.53333333333333,5,0.8333333333333334,13.299999999999997,1.0,0.6666666666666666,,,,,,,,,,1.0,Y,big_eight,,,,,
