Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WTeamName,LTeamName,Wins_W,Games_W,PPG_W,OppPPG_W,Losses_W,WinPct_W,PointDiff_W,HomeWinPct_W,AwayWinPct_W,eFG_W,FTA_Rate_W,TOV_Rate_W,ORB_Rate_W,TRB_W,Ast_W,Stl_W,Blk_W,PF_W,SeedNum_W,Region_W,ConfAbbrev_W,POM_Rank_W,SAG_Rank_W,RPI_Rank_W,DOK_Rank_W,COL_Rank_W,Wins_L,Games_L,PPG_L,OppPPG_L,Losses_L,WinPct_L,PointDiff_L,HomeWinPct_L,AwayWinPct_L,eFG_L,FTA_Rate_L,TOV_Rate_L,ORB_Rate_L,TRB_L,Ast_L,Stl_L,Blk_L,PF_L,SeedNum_L,Region_L,ConfAbbrev_L,POM_Rank_L,SAG_Rank_L,RPI_Rank_L,DOK_Rank_L,COL_Rank_L,SeedDiff,WinPctDiff,PointDiffDiff,eFGDiff,TOV_RateDiff
1985,136,1328,96,1299,83,N,0,Oklahoma,NC A&T,25,30,89.83333333333333,76.53333333333333,5,0.8333333333333334,13.299999999999997,1.0,0.6666666666666666,,,,,,,,,,1.0,Y,big_eight,,,,,,16,24,70.95833333333333,67.45833333333333,8,0.6666666666666666,3.5,1.0,0.45454545454545453,,,,,,,,,,16.0,Y,meac,,,,,,-15.0,0.16666666666666674,9.799999999999997,,
1985,136,1374,85,1330,68,N,0,SMU,Old Dominion,22,30,75.96666666666667,67.3,8,0.7333333333333333,8.666666666666671,0.9375,0.4,,,,,,,,,,5.0,W,swc,,,,,,18,29,73.3103448275862,71.34482758620689,11,0.6206896551724138,1.9655172413793167,0.75,0.5,,,,,,,,,,12.0,W,sun_belt,,,,,,-7.0,0.11264367816091947,6.701149425287355,,
1985,136,1385,83,1380,59,N,0,St John's,Southern Univ,27,30,76.13333333333334,64.4,3,0.9,11.733333333333334,0.9230769230769231,0.875,,,,,,,,,,1.0,X,big_east,,,,,,18,28,84.78571428571429,77.67857142857143,10,0.6428571428571429,7.107142857142861,0.75,0.46153846153846156,,,,,,,,,,16.0,X,swac,,,,,,-15.0,0.2571428571428571,4.626190476190473,,
1985,136,1396,60,1439,57,N,0,Temple,Virginia Tech,24,29,65.62068965517241,57.6551724137931,5,0.8275862068965517,7.96551724137931,1.0,0.7692307692307693,,,,,,,,,,8.0,W,a_ten,,,,,,19,27,81.14814814814815,69.18518518518519,8,0.7037037037037037,11.962962962962962,0.8461538461538461,0.6,,,,,,,,,,9.0,W,metro,,,,,,-1.0,0.12388250319284799,-3.9974457215836523,,
1985,136,1424,85,1361,80,N,0,UNLV,San Diego St,27,30,82.66666666666667,72.56666666666666,3,0.9,10.100000000000009,1.0,0.75,,,,,,,,,,4.0,X,pcaa,,,,,,23,30,80.76666666666667,72.16666666666667,7,0.7666666666666667,8.599999999999994,0.8125,0.6363636363636364,,,,,,,,,,13.0,X,wac,,,,,,-9.0,0.1333333333333333,1.5000000000000142,,
1985,137,1104,50,1112,41,N,0,Alabama,Arizona,21,30,68.5,60.7,9,0.7,7.799999999999997,0.9375,0.45454545454545453,,,,,,,,,,7.0,X,sec,,,,,,18,27,66.51851851851852,59.333333333333336,9,0.6666666666666666,7.185185185185183,0.7857142857142857,0.5833333333333334,,,,,,,,,,10.0,X,pac_ten,,,,,,-3.0,0.033333333333333326,0.6148148148148138,,
1985,137,1130,55,1403,53,N,0,Boston College,Texas Tech,16,26,74.88461538461539,69.61538461538461,10,0.6153846153846154,5.269230769230774,0.7142857142857143,0.5833333333333334,,,,,,,,,,11.0,Y,big_east,,,,,,22,29,69.10344827586206,62.93103448275862,7,0.7586206896551724,6.172413793103445,0.7857142857142857,0.6363636363636364,,,,,,,,,,6.0,Y,swc,,,,,,5.0,-0.14323607427055696,-0.9031830238726712,,
1985,137,1181,75,1337,62,N,0,Duke,Pepperdine,22,29,79.24137931034483,67.89655172413794,7,0.7586206896551724,11.34482758620689,0.8,0.6666666666666666,,,,,,,,,,3.0,Y,acc,,,,,,20,27,75.66666666666667,70.25925925925925,7,0.7407407407407407,5.407407407407419,1.0,0.5384615384615384,,,,,,,,,,14.0,Y,wcc,,,,,,-11.0,0.017879948914431676,5.937420178799471,,
1985,137,1208,67,1455,59,N,0,Georgia,Wichita St,19,27,77.5925925925926,68.18518518518519,8,0.7037037037037037,9.407407407407405,0.8333333333333334,0.5,,,,,,,,,,6.0,W,sec,,,,,,17,29,77.10344827586206,71.86206896551724,12,0.5862068965517241,5.241379310344826,0.625,0.7,,,,,,,,,,11.0,W,mvc,,,,,,-5.0,0.11749680715197963,4.166028097062579,,
1985,137,1210,65,1273,58,N,0,Georgia Tech,Mercer,24,31,70.90322580645162,61.54838709677419,7,0.7741935483870968,9.354838709677423,0.8235294117647058,0.5555555555555556,,,,,,,,,,2.0,W,acc,,,,,,20,28,79.03571428571429,71.03571428571429,8,0.7142857142857143,8.0,0.7692307692307693,0.5833333333333334,,,,,,,,,,15.0,W,a_sun,,,,,,-13.0,0.05990783410138245,1.3548387096774235,,
1985,137,1228,76,1318,57,N,0,Illinois,Northeastern,23,31,68.2258064516129,57.354838709677416,8,0.7419354838709677,10.87096774193548,1.0,0.36363636363636365,,,,,,,,,,3.0,W,big_ten,,,,,,20,28,77.10714285714286,69.32142857142857,8,0.7142857142857143,7.785714285714292,0.8461538461538461,0.6363636363636364,,,,,,,,,,14.0,W,ecacn,,,,,,-11.0,0.027649769585253448,3.0852534562211886,,
1985,137,1268,69,1275,68,N,1,Maryland,Miami OH,22,33,71.87878787878788,66.03030303030303,11,0.6666666666666666,5.848484848484844,0.875,0.45454545454545453,,,,,,,,,,5.0,Z,acc,,,,,,18,28,72.85714285714286,68.42857142857143,10,0.6428571428571429,4.428571428571431,0.9090909090909091,0.4166666666666667,,,,,,,,,,12.0,Z,mac,,,,,,-7.0,0.023809523809523725,1.4199134199134136,,
1985,137,1272,67,1335,55,N,0,Memphis,Penn,26,29,75.13793103448276,64.6896551724138,3,0.896551724137931,10.448275862068968,1.0,0.7692307692307693,,,,,,,,,,2.0,Y,metro,,,,,,13,26,68.34615384615384,67.26923076923077,13,0.5,1.076923076923066,0.5384615384615384,0.5,,,,,,,,,,15.0,Y,ivy,,,,,,-13.0,0.39655172413793105,9.371352785145902,,
1985,137,1276,59,1192,55,N,0,Michigan,F Dickinson,25,28,79.75,69.10714285714286,3,0.8928571428571429,10.642857142857139,0.9411764705882353,0.8181818181818182,,,,,,,,,,1.0,Z,big_ten,,,,,,19,28,67.89285714285714,64.71428571428571,9,0.6785714285714286,3.1785714285714306,0.9,0.46153846153846156,,,,,,,,,,16.0,Z,ecacm,,,,,,-15.0,0.2142857142857143,7.464285714285708,,
1985,137,1298,78,1261,55,N,0,Navy,LSU,23,28,78.21428571428571,67.32142857142857,5,0.8214285714285714,10.892857142857139,0.9090909090909091,0.7142857142857143,,,,,,,,,,13.0,Z,ecacs,,,,,,19,28,74.07142857142857,69.10714285714286,9,0.6785714285714286,4.964285714285708,0.8666666666666667,0.5,,,,,,,,,,4.0,Z,sec,,,,,,9.0,0.1428571428571428,5.928571428571431,,
1985,137,1301,65,1305,56,N,0,NC State,Nevada,20,29,74.0,65.27586206896552,9,0.6896551724137931,8.724137931034477,0.875,0.4444444444444444,,,,,,,,,,3.0,X,acc,,,,,,19,28,78.03571428571429,74.82142857142857,9,0.6785714285714286,3.2142857142857224,0.9166666666666666,0.42857142857142855,,,,,,,,,,14.0,X,big_sky,,,,,,-11.0,0.011083743842364546,5.5098522167487545,,
1985,137,1393,70,1177,65,N,0,Syracuse,DePaul,21,29,73.79310344827586,67.89655172413794,8,0.7241379310344828,5.896551724137922,0.8666666666666667,0.625,,,,,,,,,,7.0,W,big_east,,,,,,18,27,71.66666666666667,64.0,9,0.6666666666666666,7.666666666666671,0.9285714285714286,0.3333333333333333,,,,,,,,,,10.0,W,ind,,,,,,-3.0,0.05747126436781613,-1.7701149425287497,,
1985,137,1412,70,1277,68,N,0,UAB,Michigan St,22,30,66.03333333333333,61.7,8,0.7333333333333333,4.333333333333329,0.8,0.625,,,,,,,,,,7.0,Y,sun_belt,,,,,,19,28,72.39285714285714,66.10714285714286,9,0.6785714285714286,6.285714285714278,0.6923076923076923,0.7142857142857143,,,,,,,,,,10.0,Y,big_ten,,,,,,-3.0,0.05476190476190468,-1.952380952380949,,
1985,137,1431,79,1409,75,N,0,UTEP,Tulsa,20,29,73.58620689655173,66.06896551724138,9,0.6896551724137931,7.517241379310349,0.7777777777777778,0.5,,,,,,,,,,11.0,X,wac,,,,,,22,29,80.24137931034483,72.34482758620689,7,0.7586206896551724,7.896551724137936,0.8333333333333334,0.7,,,,,,,,,,6.0,X,mvc,,,,,,5.0,-0.06896551724137923,-0.3793103448275872,,
1985,137,1433,81,1267,65,N,0,VCU,Marshall,25,30,72.43333333333334,62.56666666666667,5,0.8333333333333334,9.866666666666667,0.9230769230769231,0.6923076923076923,,,,,,,,,,2.0,X,sun_belt,,,,,,19,31,74.03225806451613,68.96774193548387,12,0.6129032258064516,5.064516129032256,0.6,0.5454545454545454,,,,,,,,,,15.0,X,southern,,,,,,-13.0,0.22043010752688175,4.802150537634411,,
1985,137,1437,51,1173,49,N,0,Villanova,Dayton,19,29,71.48275862068965,66.79310344827586,10,0.6551724137931034,4.689655172413794,0.7777777777777778,0.5,,,,,,,,,,8.0,Z,big_east,,,,,,19,28,69.53571428571429,64.60714285714286,9,0.6785714285714286,4.928571428571431,0.8823529411764706,0.36363636363636365,,,,,,,,,,9.0,Z,ind,,,,,,-1.0,-0.023399014778325178,-0.238916256157637,,
1985,138,1120,66,1242,64,N,0,Auburn,Kansas,18,29,70.34482758620689,66.65517241379311,11,0.6206896551724138,3.6896551724137794,0.6666666666666666,0.45454545454545453,,,,,,,,,,11.0,Z,sec,,,,,,23,30,76.03333333333333,70.4,7,0.7666666666666667,5.633333333333326,1.0,0.6,,,,,,,,,,3.0,Z,big_eight,,,,,,8.0,-0.1459770114942529,-1.9436781609195464,,
1985,138,1207,63,1396,46,N,0,Georgetown,Temple,25,27,75.74074074074075,60.074074074074076,2,0.9259259259259259,15.666666666666671,0.9230769230769231,0.8571428571428571,,,,,,,,,,1.0,W,big_east,,,,,,24,29,65.62068965517241,57.6551724137931,5,0.8275862068965517,7.96551724137931,1.0,0.7692307692307693,,,,,,,,,,8.0,W,a_ten,,,,,,-7.0,0.09833971902937422,7.701149425287362,,
1985,138,1246,64,1424,61,N,0,Kentucky,UNLV,16,28,65.60714285714286,63.25,12,0.5714285714285714,2.357142857142861,0.7857142857142857,0.3333333333333333,,,,,,,,,,12.0,X,sec,,,,,,27,30,82.66666666666667,72.56666666666666,3,0.9,10.100000000000009,1.0,0.75,,,,,,,,,,4.0,X,pcaa,,,,,,8.0,-0.3285714285714286,-7.742857142857147,,
1985,138,1256,79,1326,67,N,0,Louisiana Tech,Ohio St,26,28,77.5,64.82142857142857,2,0.9285714285714286,12.67857142857143,1.0,0.9166666666666666,,,,,,,,,,5.0,Y,southland,,,,,,19,28,77.78571428571429,73.10714285714286,9,0.6785714285714286,4.678571428571431,0.8571428571428571,0.4,,,,,,,,,,4.0,Y,big_ten,,,,,,1.0,0.25,8.0,,
1985,138,1260,70,1374,57,N,0,Loyola-Chicago,SMU,25,30,85.83333333333333,79.06666666666666,5,0.8333333333333334,6.766666666666666,1.0,0.6666666666666666,,,,,,,,,,4.0,W,mw_city,,,,,,22,30,75.96666666666667,67.3,8,0.7333333333333333,8.666666666666671,0.9375,0.4,,,,,,,,,,5.0,W,swc,,,,,,-1.0,0.10000000000000009,-1.9000000000000057,,
1985,138,1314,60,1323,58,N,0,North Carolina,Notre Dame,23,31,74.74193548387096,67.09677419354838,8,0.7419354838709677,7.6451612903225765,0.7777777777777778,0.625,,,,,,,,,,2.0,Z,acc,,,,,,20,28,69.85714285714286,62.285714285714285,8,0.7142857142857143,7.5714285714285765,0.875,0.4444444444444444,,,,,,,,,,7.0,Z,ind,,,,,,-5.0,0.027649769585253448,0.07373271889400002,,
1985,138,1328,75,1229,69,N,0,Oklahoma,Illinois St,25,30,89.83333333333333,76.53333333333333,5,0.8333333333333334,13.299999999999997,1.0,0.6666666666666666,,,,,,,,,,1.0,Y,big_eight,,,,,,20,27,71.5925925925926,65.62962962962963,7,0.7407407407407407,5.962962962962962,0.7857142857142857,0.6,,,,,,,,,,9.0,Y,mvc,,,,,,-8.0,0.09259259259259267,7.337037037037035,,
1985,138,1385,68,1116,65,N,0,St John's,Arkansas,27,30,76.13333333333334,64.4,3,0.9,11.733333333333334,0.9230769230769231,0.875,,,,,,,,,,1.0,X,big_east,,,,,,21,33,65.33333333333333,61.696969696969695,12,0.6363636363636364,3.636363636363633,0.9090909090909091,0.3333333333333333,,,,,,,,,,9.0,X,swc,,,,,,-8.0,0.26363636363636367,8.096969696969701,,
1985,139,1104,63,1433,59,N,0,Alabama,VCU,21,30,68.5,60.7,9,0.7,7.799999999999997,0.9375,0.45454545454545453,,,,,,,,,,7.0,X,sec,,,,,,25,30,72.43333333333334,62.56666666666667,5,0.8333333333333334,9.866666666666667,0.9230769230769231,0.6923076923076923,,,,,,,,,,2.0,X,sun_belt,,,,,,5.0,-0.13333333333333341,-2.06666666666667,,
1985,139,1130,74,1181,73,N,0,Boston College,Duke,16,26,74.88461538461539,69.61538461538461,10,0.6153846153846154,5.269230769230774,0.7142857142857143,0.5833333333333334,,,,,,,,,,11.0,Y,big_east,,,,,,22,29,79.24137931034483,67.89655172413794,7,0.7586206896551724,11.34482758620689,0.8,0.6666666666666666,,,,,,,,,,3.0,Y,acc,,,,,,8.0,-0.14323607427055696,-6.075596816976116,,
1985,139,1210,70,1393,53,N,0,Georgia Tech,Syracuse,24,31,70.90322580645162,61.54838709677419,7,0.7741935483870968,9.354838709677423,0.8235294117647058,0.5555555555555556,,,,,,,,,,2.0,W,acc,,,,,,21,29,73.79310344827586,67.89655172413794,8,0.7241379310344828,5.896551724137922,0.8666666666666667,0.625,,,,,,,,,,7.0,W,big_east,,,,,,-5.0,0.05005561735261399,3.4582869855395018,,
1985,139,1228,74,1208,58,N,0,Illinois,Georgia,23,31,68.2258064516129,57.354838709677416,8,0.7419354838709677,10.87096774193548,1.0,0.36363636363636365,,,,,,,,,,3.0,W,big_ten,,,,,,19,27,77.5925925925926,68.18518518518519,8,0.7037037037037037,9.407407407407405,0.8333333333333334,0.5,,,,,,,,,,6.0,W,sec,,,,,,-3.0,0.03823178016726403,1.4635603345280757,,
1985,139,1268,64,1298,59,N,0,Maryland,Navy,22,33,71.87878787878788,66.03030303030303,11,0.6666666666666666,5.848484848484844,0.875,0.45454545454545453,,,,,,,,,,5.0,Z,acc,,,,,,23,28,78.21428571428571,67.32142857142857,5,0.8214285714285714,10.892857142857139,0.9090909090909091,0.7142857142857143,,,,,,,,,,13.0,Z,ecacs,,,,,,-8.0,-0.15476190476190477,-5.044372294372295,,
1985,139,1272,67,1412,66,N,1,Memphis,UAB,26,29,75.13793103448276,64.6896551724138,3,0.896551724137931,10.448275862068968,1.0,0.7692307692307693,,,,,,,,,,2.0,Y,metro,,,,,,22,30,66.03333333333333,61.7,8,0.7333333333333333,4.333333333333329,0.8,0.625,,,,,,,,,,7.0,Y,sun_belt,,,,,,-5.0,0.16321839080459777,6.114942528735639,,
1985,139,1301,86,1431,73,N,0,NC State,UTEP,20,29,74.0,65.27586206896552,9,0.6896551724137931,8.724137931034477,0.875,0.4444444444444444,,,,,,,,,,3.0,X,acc,,,,,,20,29,73.58620689655173,66.06896551724138,9,0.6896551724137931,7.517241379310349,0.7777777777777778,0.5,,,,,,,,,,11.0,X,wac,,,,,,-8.0,0.0,1.2068965517241281,,
1985,139,1437,59,1276,55,N,0,Villanova,Michigan,19,29,71.48275862068965,66.79310344827586,10,0.6551724137931034,4.689655172413794,0.7777777777777778,0.5,,,,,,,,,,8.0,Z,big_east,,,,,,25,28,79.75,69.10714285714286,3,0.8928571428571429,10.642857142857139,0.9411764705882353,0.8181818181818182,,,,,,,,,,1.0,Z,big_ten,,,,,,7.0,-0.23768472906403948,-5.953201970443345,,
1985,143,1207,65,1260,53,N,0,Georgetown,Loyola-Chicago,25,27,75.74074074074075,60.074074074074076,2,0.9259259259259259,15.666666666666671,0.9230769230769231,0.8571428571428571,,,,,,,,,,1.0,W,big_east,,,,,,25,30,85.83333333333333,79.06666666666666,5,0.8333333333333334,6.766666666666666,1.0,0.6666666666666666,,,,,,,,,,4.0,W,mw_city,,,,,,-3.0,0.09259259259259256,8.900000000000006,,
1985,143,1210,61,1228,53,N,0,Georgia Tech,Illinois,24,31,70.90322580645162,61.54838709677419,7,0.7741935483870968,9.354838709677423,0.8235294117647058,0.5555555555555556,,,,,,,,,,2.0,W,acc,,,,,,23,31,68.2258064516129,57.354838709677416,8,0.7419354838709677,10.87096774193548,1.0,0.36363636363636365,,,,,,,,,,3.0,W,big_ten,,,,,,-1.0,0.032258064516129004,-1.516129032258057,,
1985,143,1272,59,1130,57,N,0,Memphis,Boston College,26,29,75.13793103448276,64.6896551724138,3,0.896551724137931,10.448275862068968,1.0,0.7692307692307693,,,,,,,,,,2.0,Y,metro,,,,,,16,26,74.88461538461539,69.61538461538461,10,0.6153846153846154,5.269230769230774,0.7142857142857143,0.5833333333333334,,,,,,,,,,11.0,Y,big_east,,,,,,-9.0,0.28116710875331563,5.179045092838194,,
1985,143,1328,86,1256,84,N,1,Oklahoma,Louisiana Tech,25,30,89.83333333333333,76.53333333333333,5,0.8333333333333334,13.299999999999997,1.0,0.6666666666666666,,,,,,,,,,1.0,Y,big_eight,,,,,,26,28,77.5,64.82142857142857,2,0.9285714285714286,12.67857142857143,1.0,0.9166666666666666,,,,,,,,,,5.0,Y,southland,,,,,,-4.0,-0.09523809523809523,0.6214285714285666,,
1985,144,1301,61,1104,55,N,0,NC State,Alabama,20,29,74.0,65.27586206896552,9,0.6896551724137931,8.724137931034477,0.875,0.4444444444444444,,,,,,,,,,3.0,X,acc,,,,,,21,30,68.5,60.7,9,0.7,7.799999999999997,0.9375,0.45454545454545453,,,,,,,,,,7.0,X,sec,,,,,,-4.0,-0.010344827586206806,0.9241379310344797,,
1985,144,1314,62,1120,56,N,0,North Carolina,Auburn,23,31,74.74193548387096,67.09677419354838,8,0.7419354838709677,7.6451612903225765,0.7777777777777778,0.625,,,,,,,,,,2.0,Z,acc,,,,,,18,29,70.34482758620689,66.65517241379311,11,0.6206896551724138,3.6896551724137794,0.6666666666666666,0.45454545454545453,,,,,,,,,,11.0,Z,sec,,,,,,-9.0,0.12124582869855394,3.955506117908797,,
1985,144,1385,86,1246,70,N,0,St John's,Kentucky,27,30,76.13333333333334,64.4,3,0.9,11.733333333333334,0.9230769230769231,0.875,,,,,,,,,,1.0,X,big_east,,,,,,16,28,65.60714285714286,63.25,12,0.5714285714285714,2.357142857142861,0.7857142857142857,0.3333333333333333,,,,,,,,,,12.0,X,sec,,,,,,-11.0,0.3285714285714286,9.376190476190473,,
1985,144,1437,46,1268,43,N,0,Villanova,Maryland,19,29,71.48275862068965,66.79310344827586,10,0.6551724137931034,4.689655172413794,0.7777777777777778,0.5,,,,,,,,,,8.0,Z,big_east,,,,,,22,33,71.87878787878788,66.03030303030303,11,0.6666666666666666,5.848484848484844,0.875,0.45454545454545453,,,,,,,,,,5.0,Z,acc,,,,,,3.0,-0.011494252873563204,-1.1588296760710506,,
1985,145,1207,60,1210,54,N,0,Georgetown,Georgia Tech,25,27,75.74074074074075,60.074074074074076,2,0.9259259259259259,15.666666666666671,0.9230769230769231,0.8571428571428571,,,,,,,,,,1.0,W,big_east,,,,,,24,31,70.90322580645162,61.54838709677419,7,0.7741935483870968,9.354838709677423,0.8235294117647058,0.5555555555555556,,,,,,,,,,2.0,W,acc,,,,,,-1.0,0.15173237753882918,6.311827956989248,,
1985,145,1272,63,1328,61,N,0,Memphis,Oklahoma,26,29,75.13793103448276,64.6896551724138,3,0.896551724137931,10.448275862068968,1.0,0.7692307692307693,,,,,,,,,,2.0,Y,metro,,,,,,25,30,89.83333333333333,76.53333333333333,5,0.8333333333333334,13.299999999999997,1.0,0.6666666666666666,,,,,,,,,,1.0,Y,big_eight,,,,,,1.0,0.06321839080459768,-2.851724137931029,,
1985,146,1385,69,1301,60,N,0,St John's,NC State,27,30,76.13333333333334,64.4,3,0.9,11.733333333333334,0.9230769230769231,0.875,,,,,,,,,,1.0,X,big_east,,,,,,20,29,74.0,65.27586206896552,9,0.6896551724137931,8.724137931034477,0.875,0.4444444444444444,,,,,,,,,,3.0,X,acc,,,,,,-2.0,0.21034482758620687,3.0091954022988574,,
1985,146,1437,56,1314,44,N,0,Villanova,North Carolina,19,29,71.48275862068965,66.79310344827586,10,0.6551724137931034,4.689655172413794,0.7777777777777778,0.5,,,,,,,,,,8.0,Z,big_east,,,,,,23,31,74.74193548387096,67.09677419354838,8,0.7419354838709677,7.6451612903225765,0.7777777777777778,0.625,,,,,,,,,,2.0,Z,acc,,,,,,6.0,-0.08676307007786432,-2.955506117908783,,
1985,152,1207,77,1385,59,N,0,Georgetown,St John's,25,27,75.74074074074075,60.074074074074076,2,0.9259259259259259,15.666666666666671,0.9230769230769231,0.8571428571428571,,,,,,,,,,1.0,W,big_east,,,,,,27,30,76.13333333333334,64.4,3,0.9,11.733333333333334,0.9230769230769231,0.875,,,,,,,,,,1.0,X,big_east,,,,,,0.0,0.025925925925925908,3.933333333333337,,
1985,152,1437,52,1272,45,N,0,Villanova,Memphis,19,29,71.48275862068965,66.79310344827586,10,0.6551724137931034,4.689655172413794,0.7777777777777778,0.5,,,,,,,,,,8.0,Z,big_east,,,,,,26,29,75.13793103448276,64.6896551724138,3,0.896551724137931,10.448275862068968,1.0,0.7692307692307693,,,,,,,,,,2.0,Y,metro,,,,,,6.0,-0.24137931034482762,-5.758620689655174,,
